ID,Date,First Name,Last Name,Email,Company,Product,Quantity,Price,Total,Status,Description
17066,2022-08-01,William,Harris,william.harris@starkind.com,Stark Ind,Doohickey,24,298.36,7160.64,Delivered,Order for 24 x Doohickey placed by William Harris on 2022-08-01. This is a randomly generated description to add some bulk to the file size.
17067,2020-03-27,Susan,Johnson,susan.johnson@tyrellcorp.com,Tyrell Corp,Doohickey,3,979.8,2939.4,Returned,Order for 3 x Doohickey placed by Susan Johnson on 2020-03-27. This is a randomly generated description to add some bulk to the file size.
17068,2022-12-01,Mary,Harris,mary.harris@starkind.com,Stark Ind,Doohickey,96,378.04,36291.84,Active,Order for 96 x Doohickey placed by Mary Harris on 2022-12-01. This is a randomly generated description to add some bulk to the file size.
17069,2022-09-30,Joseph,Garcia,joseph.garcia@wayneent.com,Wayne Ent,Device,53,849.79,45038.87,Inactive,Order for 53 x Device placed by Joseph Garcia on 2022-09-30. This is a randomly generated description to add some bulk to the file size.
17070,2023-10-17,Thomas,Thompson,thomas.thompson@acmecorp.com,Acme Corp,Mechanism,62,732.38,45407.56,Pending,Order for 62 x Mechanism placed by Thomas Thompson on 2023-10-17. This is a randomly generated description to add some bulk to the file size.
17071,2020-05-17,Barbara,Smith,barbara.smith@massivedynamic.com,Massive Dynamic,Gizmo,92,94.8,8721.6,Completed,Order for 92 x Gizmo placed by Barbara Smith on 2020-05-17. This is a randomly generated description to add some bulk to the file size.
17072,2020-04-18,Barbara,Martinez,barbara.martinez@initech.com,Initech,Contraption,79,134.04,10589.16,Pending,Order for 79 x Contraption placed by Barbara Martinez on 2020-04-18. This is a randomly generated description to add some bulk to the file size.
17073,2020-05-17,Jennifer,Davis,jennifer.davis@starkind.com,Stark Ind,Mechanism,24,968.59,23246.16,Active,Order for 24 x Mechanism placed by Jennifer Davis on 2020-05-17. This is a randomly generated description to add some bulk to the file size.
17074,2023-07-10,William,Wilson,william.wilson@wayneent.com,Wayne Ent,Thingamajig,39,287.87,11226.93,Pending,Order for 39 x Thingamajig placed by William Wilson on 2023-07-10. This is a randomly generated description to add some bulk to the file size.
17075,2021-10-14,Mary,Thompson,mary.thompson@soylentcorp.com,Soylent Corp,Contraption,57,157.84,8996.88,Cancelled,Order for 57 x Contraption placed by Mary Thompson on 2021-10-14. This is a randomly generated description to add some bulk to the file size.
17076,2022-09-30,Joseph,Martinez,joseph.martinez@starkind.com,Stark Ind,Gizmo,56,175.08,9804.48,Returned,Order for 56 x Gizmo placed by Joseph Martinez on 2022-09-30. This is a randomly generated description to add some bulk to the file size.
17077,2020-12-21,Joseph,Martin,joseph.martin@wayneent.com,Wayne Ent,Contraption,76,340.74,25896.24,Processing,Order for 76 x Contraption placed by Joseph Martin on 2020-12-21. This is a randomly generated description to add some bulk to the file size.
17078,2023-11-26,Elizabeth,Jones,elizabeth.jones@initech.com,Initech,Gizmo,57,761.48,43404.36,Returned,Order for 57 x Gizmo placed by Elizabeth Jones on 2023-11-26. This is a randomly generated description to add some bulk to the file size.
17079,2022-12-26,Jessica,Smith,jessica.smith@umbrellacorp.com,Umbrella Corp,Mechanism,87,754.98,65683.26,Completed,Order for 87 x Mechanism placed by Jessica Smith on 2022-12-26. This is a randomly generated description to add some bulk to the file size.
17080,2021-03-30,Sarah,Davis,sarah.davis@acmecorp.com,Acme Corp,Gizmo,37,222.54,8233.98,Processing,Order for 37 x Gizmo placed by Sarah Davis on 2021-03-30. This is a randomly generated description to add some bulk to the file size.
17081,2023-12-03,Jennifer,Jackson,jennifer.jackson@cyberdyne.com,Cyberdyne,Device,61,723.2,44115.2,Completed,Order for 61 x Device placed by Jennifer Jackson on 2023-12-03. This is a randomly generated description to add some bulk to the file size.
17082,2022-09-17,Karen,Thompson,karen.thompson@globex.com,Globex,Mechanism,74,872.4,64557.6,Delivered,Order for 74 x Mechanism placed by Karen Thompson on 2022-09-17. This is a randomly generated description to add some bulk to the file size.
17083,2021-12-25,Karen,Wilson,karen.wilson@umbrellacorp.com,Umbrella Corp,Gizmo,16,856.07,13697.12,Active,Order for 16 x Gizmo placed by Karen Wilson on 2021-12-25. This is a randomly generated description to add some bulk to the file size.
17084,2020-05-17,Joseph,Moore,joseph.moore@soylentcorp.com,Soylent Corp,Whatchamacallit,27,872.8,23565.6,Processing,Order for 27 x Whatchamacallit placed by Joseph Moore on 2020-05-17. This is a randomly generated description to add some bulk to the file size.
17085,2022-02-26,Sarah,Martinez,sarah.martinez@globex.com,Globex,Widget,54,976.48,52729.92,Refunded,Order for 54 x Widget placed by Sarah Martinez on 2022-02-26. This is a randomly generated description to add some bulk to the file size.
17086,2020-12-29,Charles,Moore,charles.moore@soylentcorp.com,Soylent Corp,Apparatus,49,682.47,33441.03,Completed,Order for 49 x Apparatus placed by Charles Moore on 2020-12-29. This is a randomly generated description to add some bulk to the file size.
17087,2023-04-18,Sarah,Jones,sarah.jones@wayneent.com,Wayne Ent,Gadget,78,681.66,53169.48,Inactive,Order for 78 x Gadget placed by Sarah Jones on 2023-04-18. This is a randomly generated description to add some bulk to the file size.
17088,2021-01-12,Charles,Thomas,charles.thomas@acmecorp.com,Acme Corp,Gizmo,18,724.23,13036.14,Inactive,Order for 18 x Gizmo placed by Charles Thomas on 2021-01-12. This is a randomly generated description to add some bulk to the file size.
17089,2023-12-09,Linda,Davis,linda.davis@tyrellcorp.com,Tyrell Corp,Contraption,5,250.93,1254.65,Inactive,Order for 5 x Contraption placed by Linda Davis on 2023-12-09. This is a randomly generated description to add some bulk to the file size.
17090,2021-05-20,Susan,Martin,susan.martin@soylentcorp.com,Soylent Corp,Contraption,11,994.73,10942.03,Active,Order for 11 x Contraption placed by Susan Martin on 2021-05-20. This is a randomly generated description to add some bulk to the file size.
17091,2022-12-31,William,Jackson,william.jackson@starkind.com,Stark Ind,Device,92,335.75,30889.0,Refunded,Order for 92 x Device placed by William Jackson on 2022-12-31. This is a randomly generated description to add some bulk to the file size.
17092,2022-06-21,Mary,Martin,mary.martin@initech.com,Initech,Contraption,97,546.15,52976.55,Delivered,Order for 97 x Contraption placed by Mary Martin on 2022-06-21. This is a randomly generated description to add some bulk to the file size.
17093,2024-01-12,Linda,Thomas,linda.thomas@initech.com,Initech,Doohickey,28,796.24,22294.72,Inactive,Order for 28 x Doohickey placed by Linda Thomas on 2024-01-12. This is a randomly generated description to add some bulk to the file size.
17094,2020-05-30,Thomas,Brown,thomas.brown@massivedynamic.com,Massive Dynamic,Gadget,62,613.7,38049.4,Pending,Order for 62 x Gadget placed by Thomas Brown on 2020-05-30. This is a randomly generated description to add some bulk to the file size.
17095,2022-04-24,Michael,Jones,michael.jones@starkind.com,Stark Ind,Mechanism,68,568.96,38689.28,Active,Order for 68 x Mechanism placed by Michael Jones on 2022-04-24. This is a randomly generated description to add some bulk to the file size.
17096,2021-11-22,Joseph,Anderson,joseph.anderson@starkind.com,Stark Ind,Device,48,864.34,41488.32,Shipped,Order for 48 x Device placed by Joseph Anderson on 2021-11-22. This is a randomly generated description to add some bulk to the file size.
17097,2023-12-19,Charles,Wilson,charles.wilson@massivedynamic.com,Massive Dynamic,Mechanism,82,752.02,61665.64,Processing,Order for 82 x Mechanism placed by Charles Wilson on 2023-12-19. This is a randomly generated description to add some bulk to the file size.
17098,2021-12-29,James,Martinez,james.martinez@tyrellcorp.com,Tyrell Corp,Widget,86,784.41,67459.26,Completed,Order for 86 x Widget placed by James Martinez on 2021-12-29. This is a randomly generated description to add some bulk to the file size.
17099,2022-08-23,Patricia,Thomas,patricia.thomas@starkind.com,Stark Ind,Mechanism,11,164.45,1808.95,Active,Order for 11 x Mechanism placed by Patricia Thomas on 2022-08-23. This is a randomly generated description to add some bulk to the file size.
17100,2021-12-31,Elizabeth,Martin,elizabeth.martin@soylentcorp.com,Soylent Corp,Mechanism,54,309.19,16696.26,Cancelled,Order for 54 x Mechanism placed by Elizabeth Martin on 2021-12-31. This is a randomly generated description to add some bulk to the file size.
17101,2024-01-17,Linda,Harris,linda.harris@massivedynamic.com,Massive Dynamic,Doohickey,54,511.84,27639.36,Returned,Order for 54 x Doohickey placed by Linda Harris on 2024-01-17. This is a randomly generated description to add some bulk to the file size.
17102,2020-11-29,Elizabeth,Garcia,elizabeth.garcia@globex.com,Globex,Mechanism,81,949.16,76881.96,Delivered,Order for 81 x Mechanism placed by Elizabeth Garcia on 2020-11-29. This is a randomly generated description to add some bulk to the file size.
17103,2021-10-06,Thomas,Thomas,thomas.thomas@tyrellcorp.com,Tyrell Corp,Thingamajig,64,304.83,19509.12,Inactive,Order for 64 x Thingamajig placed by Thomas Thomas on 2021-10-06. This is a randomly generated description to add some bulk to the file size.
17104,2020-11-29,Elizabeth,Jackson,elizabeth.jackson@cyberdyne.com,Cyberdyne,Doohickey,11,295.59,3251.49,Active,Order for 11 x Doohickey placed by Elizabeth Jackson on 2020-11-29. This is a randomly generated description to add some bulk to the file size.
17105,2020-10-14,Jennifer,Wilson,jennifer.wilson@soylentcorp.com,Soylent Corp,Contraption,30,596.81,17904.3,Processing,Order for 30 x Contraption placed by Jennifer Wilson on 2020-10-14. This is a randomly generated description to add some bulk to the file size.
17106,2022-05-10,Jessica,Thomas,jessica.thomas@massivedynamic.com,Massive Dynamic,Gadget,32,189.42,6061.44,Shipped,Order for 32 x Gadget placed by Jessica Thomas on 2022-05-10. This is a randomly generated description to add some bulk to the file size.
17107,2021-10-17,Michael,Williams,michael.williams@wayneent.com,Wayne Ent,Thingamajig,46,485.0,22310.0,Returned,Order for 46 x Thingamajig placed by Michael Williams on 2021-10-17. This is a randomly generated description to add some bulk to the file size.
17108,2022-06-21,Richard,Brown,richard.brown@cyberdyne.com,Cyberdyne,Apparatus,71,436.91,31020.61,Cancelled,Order for 71 x Apparatus placed by Richard Brown on 2022-06-21. This is a randomly generated description to add some bulk to the file size.
17109,2021-10-22,Sarah,Harris,sarah.harris@cyberdyne.com,Cyberdyne,Widget,53,707.82,37514.46,Inactive,Order for 53 x Widget placed by Sarah Harris on 2021-10-22. This is a randomly generated description to add some bulk to the file size.
17110,2022-12-26,Charles,Martin,charles.martin@initech.com,Initech,Thingamajig,33,195.52,6452.16,Refunded,Order for 33 x Thingamajig placed by Charles Martin on 2022-12-26. This is a randomly generated description to add some bulk to the file size.
17111,2020-06-08,William,Jones,william.jones@tyrellcorp.com,Tyrell Corp,Whatchamacallit,52,214.12,11134.24,Delivered,Order for 52 x Whatchamacallit placed by William Jones on 2020-06-08. This is a randomly generated description to add some bulk to the file size.
17112,2022-06-05,Richard,Thomas,richard.thomas@acmecorp.com,Acme Corp,Gizmo,42,924.33,38821.86,Shipped,Order for 42 x Gizmo placed by Richard Thomas on 2022-06-05. This is a randomly generated description to add some bulk to the file size.
17113,2022-02-05,Robert,Jackson,robert.jackson@initech.com,Initech,Contraption,12,541.17,6494.04,Cancelled,Order for 12 x Contraption placed by Robert Jackson on 2022-02-05. This is a randomly generated description to add some bulk to the file size.
17114,2021-08-01,William,Moore,william.moore@starkind.com,Stark Ind,Doohickey,88,141.79,12477.52,Active,Order for 88 x Doohickey placed by William Moore on 2021-08-01. This is a randomly generated description to add some bulk to the file size.
17115,2023-05-08,Sarah,Robinson,sarah.robinson@initech.com,Initech,Apparatus,91,940.88,85620.08,Completed,Order for 91 x Apparatus placed by Sarah Robinson on 2023-05-08. This is a randomly generated description to add some bulk to the file size.
17116,2020-12-19,Karen,Robinson,karen.robinson@starkind.com,Stark Ind,Device,36,335.88,12091.68,Shipped,Order for 36 x Device placed by Karen Robinson on 2020-12-19. This is a randomly generated description to add some bulk to the file size.
17117,2022-12-06,Michael,Robinson,michael.robinson@soylentcorp.com,Soylent Corp,Widget,11,511.99,5631.89,Inactive,Order for 11 x Widget placed by Michael Robinson on 2022-12-06. This is a randomly generated description to add some bulk to the file size.
17118,2022-12-13,John,Harris,john.harris@tyrellcorp.com,Tyrell Corp,Device,59,638.06,37645.54,Cancelled,Order for 59 x Device placed by John Harris on 2022-12-13. This is a randomly generated description to add some bulk to the file size.
17119,2023-03-30,Robert,Williams,robert.williams@cyberdyne.com,Cyberdyne,Contraption,98,957.07,93792.86,Delivered,Order for 98 x Contraption placed by Robert Williams on 2023-03-30. This is a randomly generated description to add some bulk to the file size.
17120,2021-01-02,Jessica,Brown,jessica.brown@soylentcorp.com,Soylent Corp,Apparatus,28,584.44,16364.32,Cancelled,Order for 28 x Apparatus placed by Jessica Brown on 2021-01-02. This is a randomly generated description to add some bulk to the file size.
17121,2020-03-04,Jessica,Martinez,jessica.martinez@cyberdyne.com,Cyberdyne,Thingamajig,10,542.68,5426.8,Inactive,Order for 10 x Thingamajig placed by Jessica Martinez on 2020-03-04. This is a randomly generated description to add some bulk to the file size.
17122,2023-09-08,Mary,Moore,mary.moore@globex.com,Globex,Thingamajig,65,443.05,28798.25,Delivered,Order for 65 x Thingamajig placed by Mary Moore on 2023-09-08. This is a randomly generated description to add some bulk to the file size.
17123,2022-12-08,Robert,Miller,robert.miller@wayneent.com,Wayne Ent,Mechanism,84,550.65,46254.6,Refunded,Order for 84 x Mechanism placed by Robert Miller on 2022-12-08. This is a randomly generated description to add some bulk to the file size.
17124,2020-09-02,Linda,Thompson,linda.thompson@acmecorp.com,Acme Corp,Gizmo,99,730.04,72273.96,Shipped,Order for 99 x Gizmo placed by Linda Thompson on 2020-09-02. This is a randomly generated description to add some bulk to the file size.
17125,2020-02-28,Robert,Williams,robert.williams@initech.com,Initech,Contraption,37,597.68,22114.16,Active,Order for 37 x Contraption placed by Robert Williams on 2020-02-28. This is a randomly generated description to add some bulk to the file size.
17126,2020-12-27,Jessica,Thomas,jessica.thomas@soylentcorp.com,Soylent Corp,Apparatus,43,644.97,27733.71,Completed,Order for 43 x Apparatus placed by Jessica Thomas on 2020-12-27. This is a randomly generated description to add some bulk to the file size.
17127,2022-06-05,Susan,White,susan.white@cyberdyne.com,Cyberdyne,Widget,11,392.91,4322.01,Active,Order for 11 x Widget placed by Susan White on 2022-06-05. This is a randomly generated description to add some bulk to the file size.
17128,2022-06-15,James,Smith,james.smith@acmecorp.com,Acme Corp,Gizmo,33,530.8,17516.4,Pending,Order for 33 x Gizmo placed by James Smith on 2022-06-15. This is a randomly generated description to add some bulk to the file size.
17129,2023-06-24,Jennifer,Martinez,jennifer.martinez@acmecorp.com,Acme Corp,Gizmo,13,225.66,2933.58,Shipped,Order for 13 x Gizmo placed by Jennifer Martinez on 2023-06-24. This is a randomly generated description to add some bulk to the file size.
17130,2022-08-10,Jessica,Robinson,jessica.robinson@acmecorp.com,Acme Corp,Apparatus,91,252.13,22943.83,Cancelled,Order for 91 x Apparatus placed by Jessica Robinson on 2022-08-10. This is a randomly generated description to add some bulk to the file size.
17131,2023-03-02,John,Smith,john.smith@acmecorp.com,Acme Corp,Apparatus,16,763.41,12214.56,Delivered,Order for 16 x Apparatus placed by John Smith on 2023-03-02. This is a randomly generated description to add some bulk to the file size.
17132,2022-04-24,James,Moore,james.moore@wayneent.com,Wayne Ent,Contraption,89,831.77,74027.53,Cancelled,Order for 89 x Contraption placed by James Moore on 2022-04-24. This is a randomly generated description to add some bulk to the file size.
17133,2022-08-25,Patricia,Martin,patricia.martin@acmecorp.com,Acme Corp,Widget,57,192.21,10955.97,Refunded,Order for 57 x Widget placed by Patricia Martin on 2022-08-25. This is a randomly generated description to add some bulk to the file size.
17134,2020-08-19,Thomas,Martin,thomas.martin@wayneent.com,Wayne Ent,Mechanism,37,338.28,12516.36,Pending,Order for 37 x Mechanism placed by Thomas Martin on 2020-08-19. This is a randomly generated description to add some bulk to the file size.
17135,2022-06-03,William,Martinez,william.martinez@initech.com,Initech,Mechanism,26,253.42,6588.92,Cancelled,Order for 26 x Mechanism placed by William Martinez on 2022-06-03. This is a randomly generated description to add some bulk to the file size.
17136,2021-04-29,Charles,Smith,charles.smith@umbrellacorp.com,Umbrella Corp,Doohickey,50,864.11,43205.5,Processing,Order for 50 x Doohickey placed by Charles Smith on 2021-04-29. This is a randomly generated description to add some bulk to the file size.
17137,2022-09-05,James,Anderson,james.anderson@starkind.com,Stark Ind,Thingamajig,58,210.8,12226.4,Shipped,Order for 58 x Thingamajig placed by James Anderson on 2022-09-05. This is a randomly generated description to add some bulk to the file size.
17138,2022-04-16,Jennifer,Martin,jennifer.martin@globex.com,Globex,Apparatus,51,512.1,26117.1,Pending,Order for 51 x Apparatus placed by Jennifer Martin on 2022-04-16. This is a randomly generated description to add some bulk to the file size.
17139,2021-05-31,Barbara,Robinson,barbara.robinson@starkind.com,Stark Ind,Whatchamacallit,42,154.12,6473.04,Returned,Order for 42 x Whatchamacallit placed by Barbara Robinson on 2021-05-31. This is a randomly generated description to add some bulk to the file size.
17140,2021-08-03,Mary,Anderson,mary.anderson@soylentcorp.com,Soylent Corp,Device,14,945.08,13231.12,Pending,Order for 14 x Device placed by Mary Anderson on 2021-08-03. This is a randomly generated description to add some bulk to the file size.
17141,2020-08-29,Susan,Jackson,susan.jackson@cyberdyne.com,Cyberdyne,Thingamajig,27,373.51,10084.77,Inactive,Order for 27 x Thingamajig placed by Susan Jackson on 2020-08-29. This is a randomly generated description to add some bulk to the file size.
17142,2022-01-07,David,Martin,david.martin@cyberdyne.com,Cyberdyne,Gadget,27,453.0,12231.0,Refunded,Order for 27 x Gadget placed by David Martin on 2022-01-07. This is a randomly generated description to add some bulk to the file size.
17143,2020-03-08,Robert,Martinez,robert.martinez@starkind.com,Stark Ind,Whatchamacallit,69,254.1,17532.9,Pending,Order for 69 x Whatchamacallit placed by Robert Martinez on 2020-03-08. This is a randomly generated description to add some bulk to the file size.
17144,2021-07-09,Jennifer,Thomas,jennifer.thomas@wayneent.com,Wayne Ent,Contraption,70,830.79,58155.3,Completed,Order for 70 x Contraption placed by Jennifer Thomas on 2021-07-09. This is a randomly generated description to add some bulk to the file size.
17145,2020-06-06,Jennifer,Robinson,jennifer.robinson@wayneent.com,Wayne Ent,Doohickey,33,301.42,9946.86,Pending,Order for 33 x Doohickey placed by Jennifer Robinson on 2020-06-06. This is a randomly generated description to add some bulk to the file size.
17146,2022-08-15,Susan,Jones,susan.jones@tyrellcorp.com,Tyrell Corp,Contraption,35,689.67,24138.45,Pending,Order for 35 x Contraption placed by Susan Jones on 2022-08-15. This is a randomly generated description to add some bulk to the file size.
17147,2021-03-30,Barbara,Anderson,barbara.anderson@massivedynamic.com,Massive Dynamic,Apparatus,27,55.95,1510.65,Cancelled,Order for 27 x Apparatus placed by Barbara Anderson on 2021-03-30. This is a randomly generated description to add some bulk to the file size.
17148,2023-09-03,Jessica,White,jessica.white@tyrellcorp.com,Tyrell Corp,Doohickey,83,507.2,42097.6,Shipped,Order for 83 x Doohickey placed by Jessica White on 2023-09-03. This is a randomly generated description to add some bulk to the file size.
17149,2021-01-30,Karen,Davis,karen.davis@globex.com,Globex,Widget,33,923.78,30484.74,Active,Order for 33 x Widget placed by Karen Davis on 2021-01-30. This is a randomly generated description to add some bulk to the file size.
17150,2023-03-30,David,Smith,david.smith@massivedynamic.com,Massive Dynamic,Thingamajig,90,927.56,83480.4,Pending,Order for 90 x Thingamajig placed by David Smith on 2023-03-30. This is a randomly generated description to add some bulk to the file size.
17151,2020-06-16,Charles,Thomas,charles.thomas@initech.com,Initech,Widget,30,557.77,16733.1,Active,Order for 30 x Widget placed by Charles Thomas on 2020-06-16. This is a randomly generated description to add some bulk to the file size.
17152,2020-06-06,Robert,Martinez,robert.martinez@tyrellcorp.com,Tyrell Corp,Gadget,5,484.04,2420.2,Cancelled,Order for 5 x Gadget placed by Robert Martinez on 2020-06-06. This is a randomly generated description to add some bulk to the file size.
17153,2023-09-16,Robert,Jones,robert.jones@soylentcorp.com,Soylent Corp,Apparatus,56,220.38,12341.28,Active,Order for 56 x Apparatus placed by Robert Jones on 2023-09-16. This is a randomly generated description to add some bulk to the file size.
17154,2020-06-05,David,Johnson,david.johnson@umbrellacorp.com,Umbrella Corp,Gadget,49,596.59,29232.91,Pending,Order for 49 x Gadget placed by David Johnson on 2020-06-05. This is a randomly generated description to add some bulk to the file size.
17155,2024-02-07,Susan,Brown,susan.brown@tyrellcorp.com,Tyrell Corp,Thingamajig,41,255.68,10482.88,Refunded,Order for 41 x Thingamajig placed by Susan Brown on 2024-02-07. This is a randomly generated description to add some bulk to the file size.
17156,2021-06-27,John,Brown,john.brown@tyrellcorp.com,Tyrell Corp,Mechanism,60,288.32,17299.2,Returned,Order for 60 x Mechanism placed by John Brown on 2021-06-27. This is a randomly generated description to add some bulk to the file size.
17157,2021-04-12,Michael,Martin,michael.martin@umbrellacorp.com,Umbrella Corp,Gadget,69,904.99,62444.31,Delivered,Order for 69 x Gadget placed by Michael Martin on 2021-04-12. This is a randomly generated description to add some bulk to the file size.
17158,2021-10-18,Jennifer,Williams,jennifer.williams@cyberdyne.com,Cyberdyne,Doohickey,45,956.59,43046.55,Cancelled,Order for 45 x Doohickey placed by Jennifer Williams on 2021-10-18. This is a randomly generated description to add some bulk to the file size.
17159,2023-03-05,Linda,Jackson,linda.jackson@tyrellcorp.com,Tyrell Corp,Gizmo,52,103.01,5356.52,Active,Order for 52 x Gizmo placed by Linda Jackson on 2023-03-05. This is a randomly generated description to add some bulk to the file size.
17160,2023-12-21,Robert,Jackson,robert.jackson@starkind.com,Stark Ind,Gadget,89,640.5,57004.5,Processing,Order for 89 x Gadget placed by Robert Jackson on 2023-12-21. This is a randomly generated description to add some bulk to the file size.
17161,2022-12-20,Jennifer,Martinez,jennifer.martinez@soylentcorp.com,Soylent Corp,Doohickey,89,492.54,43836.06,Completed,Order for 89 x Doohickey placed by Jennifer Martinez on 2022-12-20. This is a randomly generated description to add some bulk to the file size.
17162,2024-01-30,Thomas,Thompson,thomas.thompson@massivedynamic.com,Massive Dynamic,Device,53,618.18,32763.54,Shipped,Order for 53 x Device placed by Thomas Thompson on 2024-01-30. This is a randomly generated description to add some bulk to the file size.
17163,2022-08-29,Linda,Jones,linda.jones@tyrellcorp.com,Tyrell Corp,Doohickey,76,523.26,39767.76,Shipped,Order for 76 x Doohickey placed by Linda Jones on 2022-08-29. This is a randomly generated description to add some bulk to the file size.
17164,2022-01-02,William,Miller,william.miller@wayneent.com,Wayne Ent,Apparatus,14,811.05,11354.7,Cancelled,Order for 14 x Apparatus placed by William Miller on 2022-01-02. This is a randomly generated description to add some bulk to the file size.
17165,2023-07-23,Mary,Thompson,mary.thompson@massivedynamic.com,Massive Dynamic,Widget,21,215.68,4529.28,Shipped,Order for 21 x Widget placed by Mary Thompson on 2023-07-23. This is a randomly generated description to add some bulk to the file size.
17166,2023-07-23,Michael,Miller,michael.miller@globex.com,Globex,Device,32,460.0,14720.0,Active,Order for 32 x Device placed by Michael Miller on 2023-07-23. This is a randomly generated description to add some bulk to the file size.
17167,2023-01-10,Jennifer,Robinson,jennifer.robinson@starkind.com,Stark Ind,Thingamajig,85,605.13,51436.05,Returned,Order for 85 x Thingamajig placed by Jennifer Robinson on 2023-01-10. This is a randomly generated description to add some bulk to the file size.
17168,2020-01-10,Patricia,Jackson,patricia.jackson@initech.com,Initech,Gadget,64,566.33,36245.12,Delivered,Order for 64 x Gadget placed by Patricia Jackson on 2020-01-10. This is a randomly generated description to add some bulk to the file size.
17169,2020-06-02,Richard,Wilson,richard.wilson@umbrellacorp.com,Umbrella Corp,Widget,47,553.36,26007.92,Cancelled,Order for 47 x Widget placed by Richard Wilson on 2020-06-02. This is a randomly generated description to add some bulk to the file size.
17170,2023-02-27,Jessica,Miller,jessica.miller@massivedynamic.com,Massive Dynamic,Mechanism,22,166.16,3655.52,Returned,Order for 22 x Mechanism placed by Jessica Miller on 2023-02-27. This is a randomly generated description to add some bulk to the file size.
17171,2020-10-16,William,White,william.white@tyrellcorp.com,Tyrell Corp,Whatchamacallit,90,767.35,69061.5,Completed,Order for 90 x Whatchamacallit placed by William White on 2020-10-16. This is a randomly generated description to add some bulk to the file size.
17172,2023-04-18,Barbara,Miller,barbara.miller@tyrellcorp.com,Tyrell Corp,Thingamajig,89,85.09,7573.01,Active,Order for 89 x Thingamajig placed by Barbara Miller on 2023-04-18. This is a randomly generated description to add some bulk to the file size.
17173,2023-01-03,Robert,Williams,robert.williams@cyberdyne.com,Cyberdyne,Contraption,68,173.9,11825.2,Refunded,Order for 68 x Contraption placed by Robert Williams on 2023-01-03. This is a randomly generated description to add some bulk to the file size.
17174,2021-06-11,Robert,Johnson,robert.johnson@wayneent.com,Wayne Ent,Whatchamacallit,92,667.35,61396.2,Delivered,Order for 92 x Whatchamacallit placed by Robert Johnson on 2021-06-11. This is a randomly generated description to add some bulk to the file size.
17175,2020-02-14,Karen,Martinez,karen.martinez@massivedynamic.com,Massive Dynamic,Gizmo,53,210.96,11180.88,Active,Order for 53 x Gizmo placed by Karen Martinez on 2020-02-14. This is a randomly generated description to add some bulk to the file size.
17176,2022-12-21,Jennifer,Wilson,jennifer.wilson@tyrellcorp.com,Tyrell Corp,Thingamajig,66,812.98,53656.68,Inactive,Order for 66 x Thingamajig placed by Jennifer Wilson on 2022-12-21. This is a randomly generated description to add some bulk to the file size.
17177,2022-03-19,Robert,White,robert.white@globex.com,Globex,Device,93,596.0,55428.0,Inactive,Order for 93 x Device placed by Robert White on 2022-03-19. This is a randomly generated description to add some bulk to the file size.
17178,2023-06-17,John,Jackson,john.jackson@initech.com,Initech,Device,16,796.43,12742.88,Returned,Order for 16 x Device placed by John Jackson on 2023-06-17. This is a randomly generated description to add some bulk to the file size.
17179,2021-03-15,Susan,Thomas,susan.thomas@globex.com,Globex,Gadget,34,797.39,27111.26,Processing,Order for 34 x Gadget placed by Susan Thomas on 2021-03-15. This is a randomly generated description to add some bulk to the file size.
17180,2020-08-01,Joseph,Martin,joseph.martin@starkind.com,Stark Ind,Mechanism,23,676.14,15551.22,Cancelled,Order for 23 x Mechanism placed by Joseph Martin on 2020-08-01. This is a randomly generated description to add some bulk to the file size.
17181,2020-03-20,Barbara,Moore,barbara.moore@massivedynamic.com,Massive Dynamic,Gadget,81,540.96,43817.76,Processing,Order for 81 x Gadget placed by Barbara Moore on 2020-03-20. This is a randomly generated description to add some bulk to the file size.
17182,2020-06-30,Elizabeth,Harris,elizabeth.harris@soylentcorp.com,Soylent Corp,Gadget,95,237.17,22531.15,Shipped,Order for 95 x Gadget placed by Elizabeth Harris on 2020-06-30. This is a randomly generated description to add some bulk to the file size.
17183,2023-10-01,Barbara,Thompson,barbara.thompson@initech.com,Initech,Apparatus,11,827.75,9105.25,Returned,Order for 11 x Apparatus placed by Barbara Thompson on 2023-10-01. This is a randomly generated description to add some bulk to the file size.
17184,2022-02-27,Barbara,Robinson,barbara.robinson@massivedynamic.com,Massive Dynamic,Apparatus,77,965.82,74368.14,Inactive,Order for 77 x Apparatus placed by Barbara Robinson on 2022-02-27. This is a randomly generated description to add some bulk to the file size.
17185,2020-07-23,John,Martin,john.martin@starkind.com,Stark Ind,Apparatus,85,255.37,21706.45,Refunded,Order for 85 x Apparatus placed by John Martin on 2020-07-23. This is a randomly generated description to add some bulk to the file size.
17186,2021-04-14,Jennifer,Davis,jennifer.davis@cyberdyne.com,Cyberdyne,Contraption,60,945.86,56751.6,Active,Order for 60 x Contraption placed by Jennifer Davis on 2021-04-14. This is a randomly generated description to add some bulk to the file size.
17187,2023-01-04,Michael,Jones,michael.jones@acmecorp.com,Acme Corp,Gizmo,49,239.39,11730.11,Inactive,Order for 49 x Gizmo placed by Michael Jones on 2023-01-04. This is a randomly generated description to add some bulk to the file size.
17188,2021-05-29,James,Smith,james.smith@umbrellacorp.com,Umbrella Corp,Widget,80,526.91,42152.8,Refunded,Order for 80 x Widget placed by James Smith on 2021-05-29. This is a randomly generated description to add some bulk to the file size.
